sourceWord	targetWord	minSource	maxSource	minTarget	maxTarget
avoid	避けるために 	avoid sugary drinks.	"if you are sleepy then you should go to bed" "i am still not tired" "but all you have been doing is yawning for quite some time, you should go to bed to avoid overworking yourself." "you want me to go to bed that much?"	無理しないでね。	もし高い丘がａからｂの間にあれば、路線が丘を越えて行くようにさせるか、トンネルで丘を貫いて行くようにさせるか、あるいは丘を避けて迂回路をとるようにさせるか決めるのが重要となる。
contracted	契約しました 	we contracted to build a railway.	mr brown contracted with the builder for a new house.	私の父は先月肺炎にかかった。	彼はジャングルに住んでいる間にマラリアにかかった。
birth pangs	出生区 	
confines	閉じる 	
contrary	反対 	it is contrary to reason.	this result means, contrary to prior expectations, that the number of variants does not affect the processing speed.	それは道徳に反する。	この結果は、当初の予測に反して、変数の数が処理速度に影響を与えないということを意味しているのである。
fixed term contract	定期契約 	
rolling contract	ローリング契約 	
contract	契約する 	the contract was rather loose.	i think that japan's marriage system is an unequal and discriminatory contract disadvantageous to men.	取引契約は先月で切れた。	「この用語の意味をはっきりさせて下さい」とビジネスマンは聴聞取り引きの場で要求した。
fine	fine 	i'm fine too.	i have one of my friends who graduated from university and became a fine public servant. once he told me that what he had learned from school had been useless. however, what little philosophy he had learned proved to be of great benefit.	僕も元気だよ。	爵位があるから、貴族だというわけにはいかないんだぜ。爵位が無くても、天爵というものを持っている立派な貴族のひともあるし、おれたちのように爵位だけは持っていても、貴族どころか、賤民にちかいのもいる。
contradict oneself	矛盾する 	
taxpayer	納税者 	that's just a waste of taxpayer money.	each taxpayer has the right to know where his money goes.	納税者は払った金の行方を知る権利がある。	納税者は払った金の行方を知る権利がある。
ticket collector	改札係 	
convincing	納得 	convincing tom to do the right thing was hard.	your argument is not any more convincing than that of my stubborn father.	私は彼女にたばこの害を納得させるのに大変苦労した。	トムさんに正しいことをするように説得するのが大変でした。
convince	納得させる 	i can't convince tom.	the best way to convince a fool that he is wrong is to let him have his way.	私はトムを説得できない。	間違っているということを馬鹿に納得させる最も良い方法は、その愚かな行為を遂行させる事である。
agree on	同意するために 	we agree on this point.	i agree on an emotional level, but on the pragmatic level i disagree.	その点は賛成しかねる。	独裁者が部族に対しその降伏条件に無理矢理同意させた。
