English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Appointment	appointment	I have an appointment.	After her dermatologist explained that the mole was potentially cancerous, Julia decided that it was better to be safe than sorry and made an appointment to have her beauty mark surgically removed.	Tenho compromisso.	Depois da sua dermatologista ter explicado que a verruga era potencialmente cancerosa, a Júlia decidiu que era melhor prevenir do que remediar e marcou uma consulta para que o seu sinal de beleza fosse removido cirurgicamente.
Apprehension	apprehension	I do the cleaning with the vacuum, and all the dust and the old apprehensions disappear.	In youth we may have an absolutely new experience, subjective or objective, every hour of the day. Apprehension is vivid, retentiveness strong, and our recollections of that time, like those in a time spent in rapid and interesting travel, are of something intricate, multitudinous, and long-drawn-out. But as each passing year converts some of this experience into automatic routine which we hardly note at all, the days and the weeks smooth themselves out in recollection to a contentless unit, and the years grow hollow and collapse.	Faço a limpeza com o aspirador, e todas as partículas de pó e as velhas apreensões desaparecem.	Na juventude, podemos ter experiências absolutamente novas, subjectivas ou objectivas, a cada hora do dia. A apreensão é vívida, a retenção é forte e as nossas recordações desse tempo, como as de um tempo passado numa viagem rápida e interessante, são de algo intrincado, multitudinário e prolongado. Mas à medida que cada ano que passa converte algumas destas experiências em rotina automática que quase não registamos, os dias e as semanas alisam-se na lembrança a uma unidade sem conteúdo e os anos tornam-se ocos e desmoronam-se.
Approval	approval	He wants his approval.	Since the drug company had selected only favourable or neutral research reports to submit to the government for approval, and had failed to disclose any data from those studies which had shown the experimental drug to be harmful, the company was perceived to be unethical, and many lawyers believed that lawsuits were now in the offing.	Ele quer o seu consentimento.	Como a indústria farmacêutica havia selecionado apenas relatórios de pesquisa favoráveis ou neutros para submeter ao governo para aprovação e não havia divulgado nenhuns dados daqueles estudos que mostrassem que o medicamento experimental era prejudicial, a empresa era vista como não ética e muitos advogados acreditavam que as ações judiciais eram agora iminentes.
Approval	approval	He wants his approval.	Since the drug company had selected only favourable or neutral research reports to submit to the government for approval, and had failed to disclose any data from those studies which had shown the experimental drug to be harmful, the company was perceived to be unethical, and many lawyers believed that lawsuits were now in the offing.	Ele quer o seu consentimento.	Como a indústria farmacêutica havia selecionado apenas relatórios de pesquisa favoráveis ou neutros para submeter ao governo para aprovação e não havia divulgado nenhuns dados daqueles estudos que mostrassem que o medicamento experimental era prejudicial, a empresa era vista como não ética e muitos advogados acreditavam que as ações judiciais eram agora iminentes.
Apricot	Apricot	This is an apricot.	Apricots come from apricot trees.	Isto é um alperce.	O damasco dá num damasqueiro.
April	April	April Fool's!	In April 2014, the U.S., U.K., and Germany announced the Global Innovation Lab for Climate Finance, a public-private platform designed to spur private-sector investment in low-carbon, climate-resilient infrastructure in developing countries.	Primeiro de abril!	Em Abril de 2014, os EUA, Reino Unido e Alemanha anunciaram o Laboratório Global de Inovação para as Finanças Climáticas, uma plataforma público-privada concebida para estimular o investimento do sector privado em infraestruturas com emissões reduzidas de carbono e resistentes às alterações climáticas em países em desenvolvimento.
Apron	Apron	Tie the apron.	Mary tied an apron around her waist and then took the turkey out of the oven.	Amarre o avental.	Mary amarrou um avental na cintura e tirou o peru do forno.
Arab	arab	Fadil is Arab.	The U.N. General Assembly will convene an urgent session Thursday requested by the Organization of Islamic Cooperation and the group of Arab countries at the United Nations to deliberate on the fighting between Israel and Palestinian militants in the Gaza Strip.	Fadil é árabe.	A Assembleia Geral da ONU convocará uma sessão urgente na quinta-feira solicitada pela Organização de Cooperação Islâmica e pelo grupo de países árabes nas Nações Unidas para deliberar sobre os combates entre Israel e os militantes palestinianos na Faixa de Gaza.
Arabic	arabic	I love Arabic.	Even though I can write in Arabic pretty well, my conversational skills still need a lot of work.	Eu amo árabe.	Apesar de eu saber escrever muito bem em árabe, eu ainda preciso melhorar muito na conversa.
Archbishop	archbishop	Bishops, archbishops and abbots composed the high clergy.	The Vatican says an archbishop from Mali will be appointed a cardinal in Rome on Wednesday despite a potential financial scandal.	Os bispos, arcebispos e abades compunham o alto clero.	O Vaticano diz que um arcebispo do Mali será nomeado cardeal em Roma na quarta-feira, apesar de um potencial escândalo financeiro.
Archeology	archeology	Tom studies archeology.	When Tom said that he had studied archeology but showed no interest in the excavations, I became suspicious.	O Tom estuda arqueologia.	Quando Tom disse que estudara arqueologia, mas não se interessou pelas escavações, fiquei desconfiado.
Archery	archery	The archery competition at the London Olympics came to a close Friday at Lord’s Cricket Ground.	A traditional Mongolian cultural festival — which features horseback racing, wrestling and archery — will be the highlight of Kerry's visit to promote cultural and people-to-people relations with Mongolia.	A prova de tiro com arco nos Jogos Olímpicos de Londres terminou na sexta-feira no Campo de Críquete de Lord.	Um festival cultural tradicional mongol — que inclui corridas a cavalo, luta livre e tiro com arco — será o ponto alto da visita de Kerry para promover as relações culturais e interpessoais com a Mongólia.
Archipelago	Archipelago	Hawaii is a volcanic archipelago in the Pacific Ocean.	In general the physical and mental form of conscious beings is an expression of the character of the planet on which they live. On certain very large and aqueous planets, for instance, we found that civilization had been achieved by marine organisms. On these huge globes no land-dwellers as large as a man could possibly thrive, for gravitation would have nailed them to the ground. But in the water there was no such limitation to bulk. One peculiarity of these big worlds was that, owing to the crushing action of gravitation, there were seldom any great elevations and depressions in their surface. Thus they were usually covered by a shallow ocean, broken here and there by archipelagos of small, low islands.	O Havaí é um arquipélago vulcânico do Oceano Pacífico.	Em geral, o perfil físico e mental dos seres conscientes é uma expressão do carácter do planeta em que vivem. Em certos planetas muito grandes e aquosos, por exemplo, descobrimos que a civilização tinha sido realizada por organismos marinhos. Nestes enormes globos, nenhum habitante terrestre tão grande como um homem poderia prosperar, pois a gravitação tê-los-ia pregado ao chão. Mas na água não havia tal limitação para o volume. Uma peculiaridade destes grandes mundos era que, devido à ação esmagadora da gravitação, raramente existiam grandes elevações e depressões na sua superfície. Assim, eles estavam normalmente cobertos por um oceano pouco profundo, quebrado aqui e ali por arquipélagos de ilhas pequenas e baixas.
Are	be	I am!	"More than once in history have people revolted against the inequalities of life and refused to submit to the restraints of laws and creeds. They have often gone through a period of communism and red terror in the hope of realizing ultimately the Perfect State. Their leaders, undoubtedly sincere at first, espouse the utopian dream, declaring themselves the exponents of its ideals, the promised messengers of its blessings. But with the material for revolt ready at hand, and unable to resist the seductions of nascent power, they soon undergo that transformation which history identifies, often not unjustly, with demagogy, if they fail, or with autocracy, if they succeed. In either case, by utilizing the elements of negation in Society, they become apostles of violence, proclaiming the theory of ""creative destruction."" But instead of creating a utopia on the ruins of their making, they only succeed in setting up, as history shows, another government, which, no matter how just and sound its foundations are in theory, soon becomes in practice more despotic and corrupt."	Eu sou.	"Mais de uma vez na história, as pessoas se revoltaram contra as desigualdades da vida e se recusaram a se submeter às restrições de leis e credos. Frequentemente, passaram por um período de comunismo e terrorismo na esperança de alcançar o Estado Perfeito. Seus líderes, sem dúvida sinceros no início, esposam o sonho utópico, declarando-se intérpretes de seus ideais, mensageiros prometidos de suas bênçãos. Mas com o material para a revolta à mão e incapazes de resistir às seduções do poder nascente, eles logo passam por aquela transformação que a história identifica, muitas vezes não injustamente, com a demagogia, se fracassarem, ou com a autocracia, se tiverem sucesso. Em ambos os casos, ao utilizar os elementos da negação na Sociedade, eles se tornam apóstolos da violência, proclamando a teoria da ""destruição criativa"". Mas, em vez de criar uma utopia sobre as ruínas por eles causadas, só conseguem estabelecer, como mostra a história, outro governo que, por mais justo e sólido que seja em teoria, logo se torna na prática mais despótico e corrupto."
