English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
investigator	investigador	He didn't say he was from the f.B.I. He's a government investigator.	Twenty hours after the murder, Mogens Jensen... professor of psychiatry, speaks to the head of the inquiry.	Ele não disse que era do FBI. Ele é um investigador do governo.	Vinte horas depois do assassinato, Mogens Jensen professor de psiquiatria, fala com o investigador.
investment	investimento	It's investment.	I feel entitled to point out that we here regard our function as the encouragement of constructive investment and not the financing of mere gambling transactions.	É investimento.	A nossa função é encorajar o investimento construtivo, e não financiar transacções arriscadas.
investor	investidor				
invisible	invisível	It´s invisible.	But if there was not only one witness, ...but rather an entire invisible crowd was watching you.	É invisível.	Mas não houve só uma testemunha, ...mas uma multidão invisível lhe observava.
invite	convidar	By the way, I...	This afternoon I am going to Joppa to invite the Grand Rabbi to the signing of our betrothal contract.	fará o favor de me convidar para dançar?	Esta tarde vou a Jaffa convidar o rabino para reconhecer o contrato matrimonial.
involuntary	involuntário	It was an impulsive movement to gain time for thought, to make sure that my vision had not deceived me, to calm and subdue my fancy for a more sober and more certain gaze.	It was an impulsive movement to gain time for thought, to make sure that my vision had not deceived me, to calm and subdue my fancy for a more sober and more certain gaze.	Foi um movimento involuntário para ganhar tempo para pensar, para me assegurar que a vista não me enganara, para acalmar e preparar o espírito para uma contemplação mais fria e objectiva.	Foi um movimento involuntário para ganhar tempo para pensar, para me assegurar que a vista não me enganara, para acalmar e preparar o espírito para uma contemplação mais fria e objectiva.
Iraq	Iraque				
ironic	irônico				
irony	ironia	OH, BOBO, HOW IRONIC--	So you have self-irony too.	Oh Bobo, que ironia.	Cheio de ironia consigo mesmo...
irresponsible	irresponsável	A most irresponsible document.	And secondly, I want to warn you that any repetition of your irresponsible behaviour, could very easily involve the last remaining members of the human race in a conflagration of considerable proportions.	Um documento muito irresponsável.	E, segundo, quero avisá-lo que qualquer repetição do seu comportamento irresponsável pode muito facilmente envolver os últimos elementos restantes da raca humana numa conflagração de proporções consideráveis.
irreversible	irreversível				
irrigation	irrigação	That's an irrigation shovel.	I used to get an irrigation ditch so full of repented sinners I'd pretty near drown half of them.	É uma pá de irrigação.	Tinha uma vala de irrigação tão cheia de pecadores arrependidos que quase afoguei metade.
irritable	irritável				
irritable	irritável				
irritating	irritante	Stubborn and irritating and independent.	You'd feel that she would surrender to the right man... which is irritating.	Teimoso, irritante e independente.	Dir-se-ia que só se entrega ao homem certo... o que é irritante.
irritation	irritação	Which one would you like?	The Enterprise must have blown up.	Agora ela tem a tua horrivel irritação de garganta, Não a tem, a pobre criatura?	Sofri uma perda de memória, durante a qual magoei o braço. Causa-me alguma irritação.
Islam	islamismo				
island	ilha	Oh, great.	When I was 15, and my family came to the island for the summer... ... there weren't nearly as many houses or people as there are now.	Temos uma certa quantidade de combustível para chegarmos à ilha.	Quando tinha 15 anos e viemos para a ilha passar o verão... não havia tantas casas, ou pessoas, como agora.
isolation	isolamento	Lost her airlock.	You can't ablate human beings, nor stick electrodes in their skulls so I have to use a trance-inducing technique and the isolation tank seemed the least risky.	-Perdeu o isolamento.	Mas não podes prender seres humanos e colocar eléctrodos no crânio... eu uso uma técnica de transe induzido... e o tanque de isolamento é o menos arriscado.
Israel	Israel	Israel	The president, after conferring... with the Israeli prime minister Golda Meir... has agreed to send more arms and equipment to Israel... based on the return of New York City and Los Angeles... to the United States.	Israel	O presidente, depois de conferir... com o Primeiro-Ministro Israelita Golda Meir... concordou em enviar mais armas e equipamento para Israel... baseado no retorno de Nova York e Los Angeles... para os Estados Unidos.
issue	questão	Ha ha ha.	Sir, you can appreciate that these ladies' reputations are in a vulnerable position... and as these letters confirm Lt. Handcock's whereabouts... on the day in question... could they not forgo the embarrassment of actually appearing in court?	É questão de te acostumares, como morrer.	O senhor deve entender que a reputação dessas damas está numa posição delicada. e essas cartas confirmam onde estava o tenente Handcock no dia em questão elas suportariam o embaraço de ter realmente de se apresentar à corte ?
italian	italiano	Yes, Italian.	"They speak in their dialect to express their suffering and hope... for in Sicily, Italian is not the language spoken by the poor."""	Sim, um italiano.	Na Sicília, o italiano não é a língua falada pelos pobres.
italian	italiano	Yes, Italian.	"They speak in their dialect to express their suffering and hope... for in Sicily, Italian is not the language spoken by the poor."""	Sim, um italiano.	Na Sicília, o italiano não é a língua falada pelos pobres.
Italics	Itálico				
Italy	Itália	right?	The smiling young princess showed no sign of the strain of the week's continuous public appearances, and, at her country's embassy that evening, a formal reception and ball in her honor was given by her country's ambassador to Italy.	"Soube que esteve na Itália. Alí lhe deram a ""Purple Heart"", certo?"	A jovem princesa não mostrou sinais de fadiga das aparências em público. Na Embaixada do seu país, uma recepção formal e um baile em sua honra foram dados pelo embaixador do seu país em Itália
its	Está	'	Are you trying to tell me that this knife fell through a hole in the boy's pocket, someone picked it up, went to the boy's house and stabbed his father with it just to test its sharpness?	Está cego?	Está a tentar dizer-me que a navalha caiu de um buraco do bolso do rapaz, alguém a apanhou, foi até à casa do rapaz e apunhalou o pai dele com ela só para verificar se estava afiada?
its	Está	'	Are you trying to tell me that this knife fell through a hole in the boy's pocket, someone picked it up, went to the boy's house and stabbed his father with it just to test its sharpness?	Está cego?	Está a tentar dizer-me que a navalha caiu de um buraco do bolso do rapaz, alguém a apanhou, foi até à casa do rapaz e apunhalou o pai dele com ela só para verificar se estava afiada?
Jackal	Chacal	It's obvious that the Jackal has been tipped off all along.	It's occurred to me that we've got two days to catch the Jackal.	É óbvio que o Chacal tem sido informado dos nossos passos.	Ocorreu-me agora que temos dois dias para prender o Chacal.
jacket	jaqueta	Hey, you forgot your jacket.	They won't be so quick to ride you with that pinned to your jacket.	Né, esqueceu a jaqueta.	Não serão tão rápidos em enganá-lo se estiver com isso fixado na sua jaqueta.
jacket	jaqueta	Hey, you forgot your jacket.	They won't be so quick to ride you with that pinned to your jacket.	Né, esqueceu a jaqueta.	Não serão tão rápidos em enganá-lo se estiver com isso fixado na sua jaqueta.
Jade	Jade	Jade.	Swann's coming, to kill you and Jade.	Jade.	Swann vem aí para o matar a si e ao Jade.
Jam	Geléia				
January	Janeiro	January,	On January 27th of this year he bought a mail-order Smith Wesson. 38 under a phony name.	de Janeiro	Em 27 de Janeiro deste ano ele fez uma encomenda de uma Smith Wesson .38 sob um nome falso.
Japan	Japão	From Japan.	Japan had the navy more fort of the Pacific, but when occupying the remaining portion of the French Indochina in the Summer of 1941, the United States they had embargoed oil leaving the Japanese navy in a critical situation.	Isto vem do Japão.	O Japão tinha a marinha mais forte do Pacífico, mas ao ocupar o resto da Indochina francesa no Verão de 1941, os Estados Unidos embargaram petróleo deixando a marinha japonesa numa situação crítica.
