English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Eighteen	eighteen	I'm eighteen.	I'm eighteen.	Tenho dezoito anos.	Tenho dezoito anos.
Eighth	eighth				
Eighty	eighty	I am eighty seven.	I am eighty seven.	Tenho oitenta e sete anos.	Tenho oitenta e sete anos.
Elbow	elbow	I hurt my elbow.	I have tennis elbow.	Machuquei o cotovelo.	Estou com uma distensão provocada pelo tênis.
Eldest	eldest				
Elections	election	I won the election.	I won the election.	Ganhei a eleição.	Ganhei a eleição.
Electrician	electrician	I am an electrician.	I am an electrician.	Sou eletricista.	Sou eletricista.
Electron	electron				
Electronics	electronic				
Elegance	elegance				
Elephant	elephant	I like elephants.	Elephants eat grass.	Eu gosto de elefantes.	Os elefantes comem grama.
Elevator	elevator	I hate elevators.	Hold the elevator.	Detesto elevadores.	Segura o elevador!
Eleven	eleven	It's already eleven.	It's already eleven.	Já são 11 horas.	Já são onze horas.
Elite	Elite				
Elitist	Elitist	Tom is an elitist.	Tom is an elitist.	Tom é elitista.	Tom é elitista.
Elsewhere	elsewhere				
Email/E-mail	email	Where is the email?	Send it to my email.	Onde está o e-mail?	Envia-o para o meu e-mail.
Embargo	embargo				
Embarrassing	embarrassing	How embarrassing!	It was embarrassing.	Que vergonhoso!	Foi constrangedor.
Embassy	embassy				
Embers	ember				
Emigration	emigration				
Emotion	emotion				
Emotional	emotional				
Emotional	emotional				
Emotional	emotional				
Empathy	empathy	Tom lacks empathy.	Tom lacks empathy.	Tom não tem empatia.	Tom não tem empatia.
Emperor	emperor				
Employee	employee	Tom is an employee.	I have 13 employees.	Tom é um empregado.	Tenho treze funcionários.
Employee	employee	Tom is an employee.	I have 13 employees.	Tom é um empregado.	Tenho treze funcionários.
Employer	employer				
Empty	empty	It's empty.	His wallet is empty.	Está vazio.	A carteira dele está vazia.
Encyclopedia	Encyclopedia				
End	end	Recess ended.	The end is in sight.	O recreio terminou.	O fim está próximo.
Endless	endless	The list is endless.	The list is endless.	A lista é interminável.	A lista é interminável.
Enemy	enemy	He's my enemy.	I am not your enemy.	Ele é o meu inimigo.	Eu não sou o seu inimigo.
Energy	energy	I am full of energy.	I am full of energy.	Estou cheio de energia.	Estou cheio de energia.
Energy	energy	I am full of energy.	I am full of energy.	Estou cheio de energia.	Estou cheio de energia.
Energy	energy	I am full of energy.	I am full of energy.	Estou cheio de energia.	Estou cheio de energia.
Engine	engine	The engine died.	Turn the engine off.	O motor parou.	Desliga o motor.
Engineer	engineer	I'm an engineer.	I'm not an engineer.	Eu sou engenheira.	Eu não sou engenheiro.
Engineering	engineering				
England	England	I'm from England.	I come from England.	Eu sou da Inglaterra.	Eu venho da Inglaterra.
English	english	He is English.	She teaches English.	Ele é inglês.	Ela ensina inglês.
English	english	He is English.	She teaches English.	Ele é inglês.	Ela ensina inglês.
Engrave	engrave				
Enigmatic	enigmatic				
Enjoyable	enjoyable	Life is enjoyable.	Life is enjoyable.	A vida é divertida.	A vida é divertida.
Enlighten	Enlighten				
Enough	enough	Enough!	Enough of this talk.	Chega!	Chega desta conversa.
Enough	enough	Enough!	Enough of this talk.	Chega!	Chega desta conversa.
Enough	enough	Enough!	Enough of this talk.	Chega!	Chega desta conversa.
Enrollment	enrollment				
Enthusiasm	enthusiasm				
Enthusiastic	enthusiastic				
Entr'acte	Entr'acte				
Envelope	envelope	I need envelopes.	I need an envelope.	Eu preciso de envelopes.	Eu preciso de um envelope.
Envious	envious				
Environment	environment				
Epilepsy	Epilepsy				
Episode	episode				
Equal	equal	All are equal.	All men are equal.	Todos são iguais.	Os homens são todos iguais.
Equality	equality				
Equation	equation				
Equipment	equipment				
Equipment	equipment				
Equipment	equipment				
Equivalent	equivalent				
Erosion	erosion				
Escape	escape	I escaped.	I'm going to escape.	Eu escapei.	Eu irei escapar.
Escort	escort				
Especially	especially				
Essential	essential	That is essential.	That is essential.	Isso é indispensável.	Isso é indispensável.
Estimate	estimate				
Estimation	estimation				
Estuary	estuary				
Euphoric	euphoric	I'm euphoric.	They're euphoric.	Estou eufórica.	Elas estão eufóricas.
Europe	Europe	You're in Europe!	Europe is in crisis.	Você está na Europa!	A Europa está em crise.
Evacuate	Evacuate				
Evacuation	evacuation				
Evaluation	evaluation				
Evaporation	evaporation				
Evasion	evasion				
Eve	eve				
Even	even	We're even.	Even Tom left early.	Estamos quites.	Mesmo Tom partiu cedo.
Evening	evening	Good evening.	It took all evening.	Boa noite!	Levou todo o fim de tarde.
Event	event	I won the event.	I won the event.	Eu venci o evento.	Eu venci o evento.
Event	event	I won the event.	I won the event.	Eu venci o evento.	Eu venci o evento.
Everyone	everyone	Everyone dies.	Not everyone agrees.	Todo mundo morre.	Nem todos concordam.
Everywhere	everywhere	I go everywhere.	Cops are everywhere.	Eu vou a todo lugar.	Os policiais estão em todo lugar.
Eviction	eviction				
Evidence	evidence	I have evidence.	There's no evidence.	Eu tenho evidências.	Não há evidências.
Evolution	evolution				
Evolve	evolve				
Exacting	exacting				
Examine	examine	Examine it.	Examine this.	Examine isso.	Examine isso.
Example	example	Give examples.	Examples are needed.	Dê exemplos.	Os exemplos são necessários.
Excellent	excellent	It's excellent.	This is excellent.	É excelente.	Isto é excelente.
Except	except				
Exception	exception	That's an exception.	That's an exception.	Isso é uma exceção.	Isso é uma exceção.
Exceptionally	exceptionally				
Exceptionnal	exceptionnal				
Excuse	excuse	Excuse me.	What is your excuse?	Com licença.	Qual é a tua desculpa?
Execution	execution				
Executioner	executioner				
Executive	executive				
Exemplary	Exemplary				
Exercise	exercise	I exercised.	Tom never exercises.	Eu me exercitei.	Tom nunca faz atividades físicas.
Exhaust	exhaust	I'm exhausted.	They look exhausted.	Estou exausto.	Parecem estar esgotados.
Exhausted	exhaust	I'm exhausted.	They look exhausted.	Estou exausto.	Parecem estar esgotados.
Exhausted	exhaust	I'm exhausted.	They look exhausted.	Estou exausto.	Parecem estar esgotados.
Exhausting	exhaust	I'm exhausted.	They look exhausted.	Estou exausto.	Parecem estar esgotados.
Exhausting	exhaust	I'm exhausted.	They look exhausted.	Estou exausto.	Parecem estar esgotados.
Exhaustion	exhaustion				
Exhibition	exhibition				
Exile	exile				
Expatriot	Expatriot				
Expensive	expensive	Too expensive!	Living is expensive.	Caro demais!	Viver é caro.
Experience	experience	He lacks experience.	He lacks experience.	Falta-lhe experiência.	Falta-lhe experiência.
Experience	experience	He lacks experience.	He lacks experience.	Falta-lhe experiência.	Falta-lhe experiência.
Experienced	experience	He lacks experience.	He lacks experience.	Falta-lhe experiência.	Falta-lhe experiência.
Expert	expert	I'm no expert.	Tom is the expert.	Não sou muito entendido.	Tom é o expert.
Explain	explain	I'll explain.	Allow me to explain.	Explicarei.	Permita que eu dê minha explicação.
Exploitation	exploitation				
Explore	explore				
Explorer	Explorer	Dora is an explorer.	Dora is an explorer.	Dora é uma exploradora.	Dora é uma exploradora.
Export	export				
Extension	extension				
Extinction	extinction				
Extortion	extortion	This is extortion.	This is extortion.	Isso é extorsão!	Isso é extorsão!
Extra	extra				
Extra	extra				
Extract	extract	This is an extract.	This is an extract.	Isso é um extrato.	Isso é um extrato.
Extract	extract	This is an extract.	This is an extract.	Isso é um extrato.	Isso é um extrato.
Extraordinary	extraordinary				
Extreme	extreme	It's a bit extreme.	It's a bit extreme.	Isso é um pouco extremo.	Isso é um pouco extremo.
Extremist	extremist				
Extrovert	Extrovert				
Eye	eye	I have eyes.	Mary has green eyes.	Eu tenho olhos.	Maria tem olhos verdes.
Eyebrows	eyebrow	Knit your eyebrows!	I hate my eyebrows.	Franza a testa!	Eu detesto minhas sobrancelhas.
Eyelashes	eyelash				
Eyelid	eyelid	My eyelid feels hot.	My eyelid feels hot.	A minha pálpebra está quente.	A minha pálpebra está quente.
Fable	fable	It's a fable.	It's a fable.	Isso é um conto de fadas.	Isso é um conto de fadas.
Fable	fable	It's a fable.	It's a fable.	Isso é um conto de fadas.	Isso é um conto de fadas.
Face	face	We face you.	Tom rubbed his face.	Nós enfrentamos você.	Tom esfregou a sua cara.
Face-lift	face	We face you.	Tom rubbed his face.	Nós enfrentamos você.	Tom esfregou a sua cara.
Factor	factor				
Factory	factory	I work in a factory.	I work in a factory.	Eu trabalho em uma fábrica.	Eu trabalho em uma fábrica.
Factory	factory	I work in a factory.	I work in a factory.	Eu trabalho em uma fábrica.	Eu trabalho em uma fábrica.
Facultative	facultative				
Failure	failure	It's not a failure.	It's not a failure.	Não é uma falha.	Não é uma falha.
Failure	failure	It's not a failure.	It's not a failure.	Não é uma falha.	Não é uma falha.
Faint	faint	I fainted.	I'm going to faint.	Eu desmaiei.	Vou desmaiar.
Fair	fair	Be fair.	The fair was packed.	Seja justa!	Estava um grande frenesim na festa da aldeia.
Fair	fair	Be fair.	The fair was packed.	Seja justa!	Estava um grande frenesim na festa da aldeia.
Fairly	fairly	I'm fairly busy.	You speak fairly.	Eu estou bastante ocupado.	O que você está dizendo faz sentido.
Faith	faith	Have faith.	I have faith in you.	Tenha fé.	Eu tenho fé em você.
Faithful	faithful	Dogs are faithful.	Dogs are faithful.	Os cachorros são fiéis.	Os cachorros são fiéis.
Falcon	Falcon				
Fall	fall	I fell.	Yesterday snow fell.	Eu caí.	Ontem nevou.
Family	family	Tom is family.	I have a big family.	Tom é da família.	Minha família é grande.
Famine	famine				
Famous	famous	I'm famous.	I want to be famous.	Estou famoso.	Eu quero ser famoso.
Famous	famous	I'm famous.	I want to be famous.	Estou famoso.	Eu quero ser famoso.
Fan	fan	Tom is a fan.	I'm not a big fan.	Tom é um fã.	Não sou uma grande fã.
Fan	fan	Tom is a fan.	I'm not a big fan.	Tom é um fã.	Não sou uma grande fã.
Fanatic	fanatic	I hate fanatics.	I'm not a fanatic.	Eu odeio fanáticos.	Não sou fanática.
Fang	Fang				
Fantasy	fantasy				
Far	far	Is it far?	Do you live far off?	É longe?	Você mora longe?
Far-right	far	Is it far?	Do you live far off?	É longe?	Você mora longe?
Farm	farm	I worked on a farm.	I grew up on a farm.	Eu trabalhava numa fazenda.	Eu cresci em uma fazenda.
Farmer	farmer	I'm a farmer.	They aren't farmers.	Eu sou um agricultor.	Eles não são fazendeiros.
Farmer	farmer	I'm a farmer.	They aren't farmers.	Eu sou um agricultor.	Eles não são fazendeiros.
Farmer	farmer	I'm a farmer.	They aren't farmers.	Eu sou um agricultor.	Eles não são fazendeiros.
Fascinating	fascinating	How fascinating!	This is fascinating.	Que fascinante!	Isto é fascinante.
Fascist	fascist	Tom is a fascist.	Tom is a fascist.	Tom é um fascista.	Tom é um fascista.
Fast	fast	I fasted.	Tom had to act fast.	Jejuei.	O Tom teve que agir rápido.
Fasten	Fasten				
Fat	fat	I'm fat.	Tom became very fat.	Estou gordo.	Tom engordou muito.
Fat	fat	I'm fat.	Tom became very fat.	Estou gordo.	Tom engordou muito.
Fatal	fatal				
Fatally	fatally				
Father	Father	I'm a father.	I know Tom's father.	Sou um pai.	Eu conheço o pai de Tom.
Fatigue	fatigue				
Fault	fault	It's my fault.	It's all your fault.	É minha culpa.	A culpa é toda sua!
Fauna	Fauna				
Favor	favor	Do me a favor.	I do need one favor.	Faça-me um favor.	Eu preciso de um favor.
Favorable	favorable				
Fawn	fawn				
Fear	fear	I fear so.	The people fear war.	Eu temo que sim.	O povo tem medo da guerra.
Fearful	fearful				
Feather	Feather				
February	February				
Feed	feed	Feed the dog.	I am fed up with it.	Dá de comer ao cachorro.	Estou cheio disto.
Feel	feel	Feel this.	I feel stronger now.	Sinta isso.	Agora me sinto mais forte.
Feeling	feel	Feel this.	I feel stronger now.	Sinta isso.	Agora me sinto mais forte.
Feeling	feel	Feel this.	I feel stronger now.	Sinta isso.	Agora me sinto mais forte.
Feeling/Presentiment	feel	Feel this.	I feel stronger now.	Sinta isso.	Agora me sinto mais forte.
Feline	feline				
Female	female	I keep a female cat.	I have a female cat.	Eu cuido de uma gata.	Eu tenho uma gata.
Feminine	feminine				
Femur	femur				
Fence	fence	This is a fence.	I climbed the fence.	Isto é uma cerca.	Eu subi a cerca.
Fencing	fencing				
Fermentation	fermentation				
Ferry	ferry	I'll come by ferry.	I'll come by ferry.	Eu virei de balsa.	Eu virei de balsa.
Ferry	ferry	I'll come by ferry.	I'll come by ferry.	Eu virei de balsa.	Eu virei de balsa.
Fertile	fertile				
Fertility	fertility				
Fertilizer	Fertilizer				
Fever	fever	I have a fever.	He has a high fever.	Estou com febre.	Ele está com muita febre.
Feverish	feverish	I feel feverish.	I feel feverish.	Estou com febre.	Eu sinto febre.
Fictional	fictional				
Field	field	Go in the field.	The fields are dry.	Vá ao campo.	Os campos secaram.
Fifteen	fifteen				
Fifth	fifth				
Fifth	fifth				
Fifty	fifty				
Fig	fig	I like figs.	This fig looks good.	Eu gosto de figos.	Este figo parece estar bom.
Fight	fight	Fight!	We'll keep fighting.	Lute!	Continuaremos lutando.
Fight	fight	Fight!	We'll keep fighting.	Lute!	Continuaremos lutando.
File	file	Copy this file.	I reviewed the file.	Copie este arquivo.	Eu revisei o arquivo.
File	file	Copy this file.	I reviewed the file.	Copie este arquivo.	Eu revisei o arquivo.
File	file	Copy this file.	I reviewed the file.	Copie este arquivo.	Eu revisei o arquivo.
File	file	Copy this file.	I reviewed the file.	Copie este arquivo.	Eu revisei o arquivo.
Filter	filter				
Fin	fin				
Fin	fin				
Final	final	My answer is final.	My answer is final.	Minha resposta é definitiva.	Minha resposta é definitiva.
Finalist	finalist				
Finally	finally	Finally!	It finally happened.	Finalmente!	Finalmente aconteceu.
Financial	financial				
Find	find	Find it.	You'll find it easy.	Encontre-o.	Você vai achar fácil.
Fine	fine	Fine!	Fine, I'll help you.	Tá!	Tudo bem. Eu te ajudo.
Fine	fine	Fine!	Fine, I'll help you.	Tá!	Tudo bem. Eu te ajudo.
Finger	finger	I cut my finger.	Wiggle your fingers.	Eu cortei o dedo.	Mexa seus dedos.
Finish	finish	Finish it.	We're finished here.	Termine isso.	Nós terminamos aqui.
Finish	finish	Finish it.	We're finished here.	Termine isso.	Nós terminamos aqui.
Fire	fire	Fire!	Tom won't get fired.	Fogo!	Tom não será despedido.
Fire	fire	Fire!	Tom won't get fired.	Fogo!	Tom não será despedido.
Firecracker	firecracker				
Fireworks	firework	I hate fireworks.	Fireworks are legal.	Eu detesto fogos de artifício.	Os fogos de artifício são legais.
Firmly	firmly	I firmly believe.	I firmly believe.	Creio firmemente.	Creio firmemente.
First	first	You first.	Let's do that first.	Você primeiro.	Vamos fazer isso primeiro.
First	first	You first.	Let's do that first.	Você primeiro.	Vamos fazer isso primeiro.
First	first	You first.	Let's do that first.	Você primeiro.	Vamos fazer isso primeiro.
Fish	fish	I like fish.	Do fish drink water?	Eu gosto de peixe.	Peixe bebe água?
Fisherman	fisherman				
Fishing	fishing	Gone fishing.	Do you like fishing?	Fui pescar.	Gosta de pescar?
Fishing	fishing	Gone fishing.	Do you like fishing?	Fui pescar.	Gosta de pescar?
Fist	fist	Make a fist.	Make a fist, please.	Feche a mão.	Feche a mão, por favor.
Five	five	High five!	It's five past six.	Toque cinco!	São seis e cinco.
Fixing	fix	Fix this.	We can fix anything.	Conserte isto.	Podemos consertar qualquer coisa.
Flag	flag	He has a flag.	Tom raised the flag.	Ele tem uma bandeira.	Tom içou a bandeira.
Flame	flame	The flame went out.	The flame went out.	A chama se apagou.	A chama se apagou.
Flamingo	Flamingo				
Flask	flask				
Flat	flat	Isn't it flat?	We have a big flat.	Não é plana?	Temos um flat grande.
Flatmate	flatmate				
Flavor	flavor	The best flavor.	The best flavor.	O melhor sabor.	O melhor sabor.
Flea	flea	My dog has fleas.	My dog has fleas.	Meu cão tem pulgas.	Meu cachorro tem pulgas.
Fleet	fleet				
Flexible	flexible	I'm very flexible.	I'm very flexible.	Eu sou muito flexível.	Sou muito flexível.
